0.04023143,0.04792883,0.3000532,-0.5845037,-0.09680255,0.5797437,-1.626387,-0.5407737,0.6297134,-2.3759,-0.6445928,0.7466681,-3.109164,-0.6181698,0.8964022,-1.391763,-1.385585,-0.7547903,-1.47093,-2.199746,-0.7210059,-1.46033,-2.829055,-0.7301085,-1.439424,-3.328224,-0.7691441,-0.8975338,-1.494979,-1.036506,-0.8161966,-2.118804,-0.3350709,-0.5613392,-1.655087,0.1480495,-0.603328,-1.220493,-0.1640874,-0.3524981,-1.559678,-1.129222,-0.3386289,-2.094024,-0.50983,-0.1484763,-1.664978,-0.05426166,-0.08590692,-1.202026,-0.4272814,0.2386606,-1.50142,-1.031944,0.1870517,-1.948471,-0.5496019,0.3288856,-1.671427,-0.1969899,0.5306406,-1.276189,-0.4998133,ㄱ
0.04045275,0.04885628,0.2983095,-0.5820411,-0.08777378,0.586934,-1.623308,-0.5303116,0.6579252,-2.37185,-0.6308384,0.7836574,-3.103952,-0.6002407,0.9382148,-1.398987,-1.415254,-0.7030412,-1.477517,-2.228098,-0.6448322,-1.466699,-2.857404,-0.635597,-1.445866,-3.357498,-0.6601712,-0.9068956,-1.532702,-0.9852453,-0.8198603,-2.135742,-0.2665043,-0.5614936,-1.658024,0.2008578,-0.6060902,-1.23276,-0.1235312,-0.3625602,-1.599988,-1.080239,-0.3436653,-2.115951,-0.4455984,-0.1501987,-1.673736,-0.004263584,-0.09072258,-1.221883,-0.3911448,0.229307,-1.53877,-0.9892792,0.1816277,-1.971502,-0.4936743,0.3260525,-1.684248,-0.1504244,0.525283,-1.297993,-0.4662376,ㄱ
0.04053273,0.04974902,0.2967364,-0.5811962,-0.07814062,0.5909651,-1.622235,-0.5183349,0.6779764,-2.370439,-0.6150244,0.8086246,-3.102135,-0.579752,0.9640921,-1.401383,-1.443909,-0.6562627,-1.479697,-2.2546,-0.5733675,-1.468806,-2.883335,-0.5451891,-1.447998,-3.38397,-0.5547269,-0.9100188,-1.569813,-0.9360746,-0.82107,-2.150904,-0.1997083,-0.5615281,-1.659284,0.2523648,-0.6070008,-1.244024,-0.08458451,-0.3659283,-1.639932,-1.030407,-0.3453452,-2.136522,-0.380554,-0.1507686,-1.681202,0.04674011,-0.0923324,-1.241222,-0.3537386,0.2261654,-1.576,-0.9428762,0.1798077,-1.993589,-0.4343283,0.3251007,-1.696117,-0.100273,0.5234788,-1.319562,-0.4281057,ㄱ
0.04046049,0.05059575,0.2953496,-0.5820326,-0.06838749,0.5916882,-1.623299,-0.5058663,0.689227,-2.371841,-0.5986311,0.8207902,-3.103942,-0.5587473,0.9732214,-1.398979,-1.471212,-0.6159232,-1.477509,-2.279069,-0.5088221,-1.46669,-2.906673,-0.4616702,-1.445858,-3.407339,-0.4560544,-0.9068875,-1.605486,-0.8905343,-0.8198522,-2.164076,-0.1367495,-0.5614854,-1.659054,0.3009681,-0.6060816,-1.254117,-0.04846561,-0.3625517,-1.678347,-0.9812966,-0.3436572,-2.155117,-0.3167109,-0.1501909,-1.687102,0.09716475,-0.09071428,-1.259392,-0.3162481,0.2293148,-1.611758,-0.894195,0.1816352,-2.013828,-0.3734068,0.3260603,-1.706406,-0.04809657,0.5252909,-1.33989,-0.3866163,ㄱ
0.0402376,0.05139394,0.2941727,-0.5844977,-0.05917785,0.5890505,-1.626381,-0.4940665,0.6913118,-2.375893,-0.5832854,0.8197516,-3.109157,-0.5392914,0.9652937,-1.391756,-1.497109,-0.5832506,-1.470923,-2.301495,-0.4531681,-1.460323,-2.927441,-0.3875873,-1.439418,-3.427745,-0.3671576,-0.8975275,-1.639107,-0.8500091,-0.8161904,-2.175387,-0.07955271,-0.561333,-1.657628,0.3451739,-0.6033219,-1.263139,-0.01629138,-0.3524919,-1.714371,-0.9343974,-0.3386227,-2.171479,-0.2560178,-0.1484703,-1.691467,0.1454637,-0.08590087,-1.276011,-0.2798182,0.2386667,-1.64499,-0.8447142,0.1870579,-2.031669,-0.312768,0.3288919,-1.714794,0.00450787,0.5306466,-1.358251,-0.3430439,ㄱ
0.03986505,0.05213855,0.2932663,-0.588468,-0.05094542,0.5831645,-1.631237,-0.4840299,0.684195,-2.382249,-0.5705081,0.8055686,-3.11733,-0.5233381,0.9405831,-1.379757,-1.521459,-0.5592383,-1.459957,-2.322078,-0.408082,-1.449716,-2.945976,-0.325178,-1.428695,-3.44548,-0.2907357,-0.8820859,-1.670223,-0.815729,-0.8100951,-2.184999,-0.02984588,-0.5610184,-1.655503,0.3836628,-0.5987295,-1.27112,0.01097845,-0.3359685,-1.747152,-0.8911319,-0.3303356,-2.185419,-0.2003115,-0.1456364,-1.694338,0.1901835,-0.07800572,-1.290664,-0.2455415,0.253958,-1.67468,-0.7959371,0.1959168,-2.046644,-0.2542472,0.3334891,-1.721007,0.05596069,0.5393549,-1.373933,-0.2986977,ㄱ
0.03934858,0.05283015,0.2926486,-0.5937219,-0.04423906,0.5742049,-1.637421,-0.4766573,0.6680821,-2.390277,-0.5615336,0.7786682,-3.127641,-0.5124309,0.8998257,-1.36303,-1.54426,-0.5445973,-1.444618,-2.340993,-0.3749317,-1.43487,-2.962608,-0.2763375,-1.413695,-3.461084,-0.2290922,-0.8607981,-1.698376,-0.78872,-0.8015681,-2.193311,0.01087145,-0.5604379,-1.653178,0.4152625,-0.5923074,-1.278297,0.03252294,-0.3133511,-1.776133,-0.8527942,-0.3189479,-2.197051,-0.1512702,-0.1417319,-1.696046,0.229972,-0.06722017,-1.303218,-0.2144567,0.2747392,-1.700177,-0.7493249,0.2079444,-2.058648,-0.1996085,0.3396701,-1.725125,0.1046968,0.5510867,-1.386594,-0.2549137,ㄱ
0.03868977,0.05346069,0.2923319,-0.5999914,-0.03932476,0.5624278,-1.644415,-0.4725902,0.6434623,-2.399248,-0.5572084,0.7398619,-3.139137,-0.5076073,0.8442648,-1.341748,-1.565274,-0.5397916,-1.425023,-2.358397,-0.3547324,-1.415888,-2.977714,-0.2425564,-1.394533,-3.474995,-0.1841248,-0.8340718,-1.723181,-0.7698255,-0.7906771,-2.200612,0.04134132,-0.5594919,-1.651212,0.4390001,-0.5841103,-1.284751,0.04766655,-0.2852018,-1.800741,-0.8205807,-0.3047103,-2.206469,-0.1104094,-0.136839,-1.696868,0.2636006,-0.05383155,-1.313491,-0.1875253,0.3003721,-1.720901,-0.7063257,0.2227587,-2.067639,-0.1505384,0.3471865,-1.727267,0.1492239,0.5653933,-1.395958,-0.21305,ㄱ
0.03789952,0.054022,0.2923293,-0.6069468,-0.03639023,0.5481896,-1.651611,-0.4721105,0.6110779,-2.408309,-0.557858,0.6903221,-3.15071,-0.5092112,0.7755778,-1.31619,-1.584153,-0.544974,-1.40138,-2.374253,-0.3481058,-1.392967,-2.991474,-0.2248695,-1.371412,-3.487573,-0.1571971,-0.8024667,-1.744184,-0.7596152,-0.777538,-2.207188,0.06064101,-0.5580677,-1.650054,0.4541554,-0.5742277,-1.290589,0.055953,-0.2522564,-1.820562,-0.7954581,-0.2879548,-2.213876,-0.0789642,-0.1310632,-1.697186,0.2900519,-0.03820942,-1.32145,-0.165558,0.3300483,-1.736542,-0.668235,0.2398809,-2.073794,-0.1085198,0.3557377,-1.727767,0.1881871,0.581726,-1.40203,-0.1743683,ㄱ
0.03698836,0.05449164,0.2925941,-0.6142403,-0.03553135,0.5318945,-1.658411,-0.4751194,0.5718719,-2.416632,-0.5632572,0.6315185,-3.161286,-0.5168749,0.6958137,-1.28683,-1.600448,-0.5600162,-1.374088,-2.388318,-0.3552874,-1.366481,-3.003858,-0.2238476,-1.344721,-3.498913,-0.1491681,-0.7667595,-1.760908,-0.7584381,-0.7623731,-2.213155,0.06814268,-0.5560835,-1.650036,0.4602313,-0.5628305,-1.295783,0.05708858,-0.2154607,-1.835227,-0.7782429,-0.269127,-2.219455,-0.05792857,-0.1245523,-1.697322,0.3084803,-0.02082361,-1.327074,-0.1492748,0.3627871,-1.746943,-0.6362553,0.2587323,-2.077381,-0.07486884,0.3649785,-1.727013,0.2203628,0.5994514,-1.404958,-0.1400886,ㄱ
